soilBearingCapacity,loadsActing,ironQuality,sandType,noOfRows,noOfCols,noOfStairs,earthquakeLoad,windLoad,concreteMix,years,price
deep,dead,High,utility,3,4,18,notProne,200,1,63,47800000
deep,dead,High,fill,3,4,18,notProne,200,2,64,47800000
deep,dead,High,concrete,3,4,18,notProne,200,3,60,47800000
deep,dead,High,pit,3,4,18,notProne,200,4,65,47800000
deep,dead,High,utility,3,4,18,notProne,200,5,62,47800000
deep,dead,High,fill,3,4,18,notProne,200,6,58,47800000
deep,dead,High,concrete,3,4,18,notProne,300,1,70,71200000
deep,dead,High,pit,3,4,18,notProne,300,2,67,71200000
deep,dead,High,utility,3,4,18,notProne,300,3,66,71200000
deep,dead,High,fill,3,4,18,notProne,300,4,65,71200000
deep,dead,High,concrete,3,4,18,notProne,300,5,67,71200000
deep,dead,High,pit,3,4,18,notProne,300,6,55,71200000
deep,dead,High,utility,3,4,18,notProne,500,1,58,117000000
deep,dead,High,fill,3,4,18,notProne,500,2,59,117000000
deep,dead,High,concrete,3,4,18,notProne,500,3,55,117000000
deep,dead,High,pit,3,4,18,notProne,500,4,60,117000000
deep,dead,High,utility,3,4,18,notProne,500,5,57,117000000
deep,dead,High,fill,3,4,18,notProne,500,6,54,117000000
deep,dead,High,concrete,6,2,2,prone,100,1,25,3600000
deep,dead,High,pit,6,2,2,prone,100,2,30,3600000
deep,dead,High,utility,6,2,2,prone,100,3,33,3600000
deep,dead,High,fill,6,2,2,prone,100,4,35,3600000
deep,dead,High,concrete,6,2,2,prone,100,5,24,3600000
deep,dead,High,pit,6,2,2,prone,100,6,20,3600000
deep,dead,High,utility,6,2,2,prone,200,1,16,6200000
deep,dead,High,fill,6,2,2,prone,200,2,18,6200000
deep,dead,High,concrete,6,2,2,prone,200,3,19,6200000
deep,dead,High,pit,6,2,2,prone,200,4,25,6200000
deep,dead,High,utility,6,2,2,prone,200,5,17,6200000
deep,dead,High,fill,6,2,2,prone,200,6,15,6200000
deep,dead,High,concrete,6,2,2,prone,300,1,20,8800000
deep,dead,High,pit,6,2,2,prone,300,2,25,8800000
deep,dead,High,utility,6,2,2,prone,300,3,27,8800000
deep,dead,High,fill,6,2,2,prone,300,4,21,8800000
deep,dead,High,concrete,6,2,2,prone,300,5,28,8800000
deep,dead,High,pit,6,2,2,prone,300,6,26,8800000
deep,dead,High,utility,6,2,2,prone,500,1,17,14000000
deep,dead,High,fill,6,2,2,prone,500,2,19,14000000
deep,dead,High,concrete,6,2,2,prone,500,3,21,14000000
deep,dead,High,pit,6,2,2,prone,500,4,25,14000000
deep,dead,High,utility,6,2,2,prone,500,5,17,14000000
deep,dead,High,fill,6,2,2,prone,500,6,16,14000000
deep,dead,High,concrete,6,2,2,notProne,100,1,95,3600000
deep,dead,High,pit,6,2,2,notProne,100,2,92,3600000
deep,dead,High,utility,6,2,2,notProne,100,3,88,3600000
deep,dead,High,fill,6,2,2,notProne,100,4,90,3600000
deep,dead,High,concrete,6,2,2,notProne,100,5,82,3600000
deep,dead,High,pit,6,2,2,notProne,100,6,80,3600000
deep,dead,High,utility,6,2,2,notProne,200,1,83,6200000
deep,dead,High,fill,6,2,2,notProne,200,2,84,6200000
deep,dead,High,concrete,6,2,2,notProne,200,3,80,6200000
deep,dead,High,pit,6,2,2,notProne,200,4,85,6200000
deep,dead,High,utility,6,2,2,notProne,200,5,82,6200000
deep,dead,High,fill,6,2,2,notProne,200,6,78,6200000
deep,dead,High,concrete,6,2,2,notProne,300,1,90,8800000
deep,dead,High,pit,6,2,2,notProne,300,2,87,8800000
deep,dead,High,utility,6,2,2,notProne,300,3,83,8800000
deep,dead,High,fill,6,2,2,notProne,300,4,85,8800000
deep,dead,High,concrete,6,2,2,notProne,300,5,77,8800000
deep,dead,High,pit,6,2,2,notProne,300,6,75,8800000
deep,dead,High,utility,6,2,2,notProne,500,1,78,14000000
deep,dead,High,fill,6,2,2,notProne,500,2,79,14000000
deep,dead,High,concrete,6,2,2,notProne,500,3,75,14000000
deep,dead,High,pit,6,2,2,notProne,500,4,80,14000000
deep,dead,High,utility,6,2,2,notProne,500,5,77,14000000
deep,dead,High,fill,6,2,2,notProne,500,6,73,14000000
deep,dead,High,concrete,6,2,6,prone,200,1,29,16600000
deep,dead,High,pit,6,2,6,prone,200,2,34,16600000
deep,dead,High,utility,6,2,6,prone,200,3,37,16600000
deep,dead,High,fill,6,2,6,prone,200,4,39,16600000
deep,dead,High,concrete,6,2,6,prone,200,5,28,16600000
deep,dead,High,pit,6,2,6,prone,200,6,24,16600000
deep,dead,High,utility,6,2,6,prone,300,1,20,24400000
deep,dead,High,fill,6,2,6,prone,300,2,22,24400000
deep,dead,High,concrete,6,2,6,prone,300,3,23,24400000
deep,dead,High,pit,6,2,6,prone,300,4,29,24400000
deep,dead,High,utility,6,2,6,prone,300,5,21,24400000
deep,dead,High,fill,6,2,6,prone,300,6,19,24400000
deep,dead,High,concrete,6,2,6,prone,500,1,24,40000000
deep,dead,High,pit,6,2,6,prone,500,2,29,40000000
deep,dead,High,utility,6,2,6,prone,500,3,31,40000000
deep,dead,High,fill,6,2,6,prone,500,4,25,40000000
deep,dead,High,concrete,6,2,6,prone,500,5,32,40000000
deep,dead,High,pit,6,2,6,prone,500,6,30,40000000
deep,dead,High,utility,6,2,6,notProne,100,1,85,8800000
deep,dead,High,fill,6,2,6,notProne,100,2,82,8800000
deep,dead,High,concrete,6,2,6,notProne,100,3,78,8800000
deep,dead,High,pit,6,2,6,notProne,100,4,80,8800000
deep,dead,High,utility,6,2,6,notProne,100,5,72,8800000
deep,dead,High,fill,6,2,6,notProne,100,6,70,8800000
deep,dead,High,concrete,6,2,6,notProne,200,1,73,16600000
deep,dead,High,pit,6,2,6,notProne,200,2,74,16600000
deep,dead,High,utility,6,2,6,notProne,200,3,70,16600000
deep,dead,High,fill,6,2,6,notProne,200,4,75,16600000
deep,dead,High,concrete,6,2,6,notProne,200,5,72,16600000
deep,dead,High,pit,6,2,6,notProne,200,6,68,16600000
deep,dead,High,utility,6,2,6,notProne,300,1,80,24400000
deep,dead,High,fill,6,2,6,notProne,300,2,77,24400000
deep,dead,High,concrete,6,2,6,notProne,300,3,73,24400000
deep,dead,High,pit,6,2,6,notProne,300,4,75,24400000
deep,dead,High,utility,6,2,6,notProne,300,5,67,24400000
deep,dead,High,fill,6,2,6,notProne,300,6,65,24400000
deep,dead,High,concrete,6,2,6,notProne,500,1,68,40000000
deep,dead,High,pit,6,2,6,notProne,500,2,69,40000000
deep,dead,High,utility,6,2,6,notProne,500,3,65,40000000
deep,dead,High,fill,6,2,6,notProne,500,4,70,40000000
deep,dead,High,concrete,6,2,6,notProne,500,5,67,40000000
deep,dead,High,pit,6,2,6,notProne,500,6,63,40000000
deep,dead,High,utility,6,2,10,prone,100,1,24,14000000
deep,dead,High,fill,6,2,10,prone,100,2,29,14000000
deep,dead,High,concrete,6,2,10,prone,100,3,33,14000000
deep,dead,High,pit,6,2,10,prone,100,4,34,14000000
deep,dead,High,utility,6,2,10,prone,100,5,24,14000000
deep,dead,High,fill,6,2,10,prone,100,6,20,14000000
deep,dead,High,concrete,6,2,10,prone,200,1,16,27000000
deep,dead,High,pit,6,2,10,prone,200,2,18,27000000
deep,dead,High,utility,6,2,10,prone,200,3,19,27000000
deep,dead,High,fill,6,2,10,prone,200,4,20,27000000
deep,dead,High,concrete,6,2,10,prone,200,5,16,27000000
deep,dead,High,pit,6,2,10,prone,200,6,14,27000000
deep,dead,High,utility,6,2,10,prone,300,1,19,40000000
deep,dead,High,fill,6,2,10,prone,300,2,24,40000000
deep,dead,High,concrete,6,2,10,prone,300,3,26,40000000
deep,dead,High,pit,6,2,10,prone,300,4,21,40000000
deep,dead,High,utility,6,2,10,prone,300,5,27,40000000
deep,dead,High,fill,6,2,10,prone,300,6,25,40000000
deep,dead,High,concrete,6,2,10,prone,500,1,19,66000000
deep,dead,High,pit,6,2,10,prone,500,2,18,66000000
deep,dead,High,utility,6,2,10,prone,500,3,15,66000000
deep,dead,High,fill,6,2,10,prone,500,4,17,66000000
deep,dead,High,concrete,6,2,10,prone,500,5,20,66000000
deep,dead,High,pit,6,2,10,prone,500,6,18,66000000
deep,dead,High,utility,6,2,10,notProne,100,1,80,14000000
deep,dead,High,fill,6,2,10,notProne,100,2,77,14000000
deep,dead,High,concrete,6,2,10,notProne,100,3,73,14000000
deep,dead,High,pit,6,2,10,notProne,100,4,75,14000000
deep,dead,High,utility,6,2,10,notProne,100,5,67,14000000
deep,dead,High,fill,6,2,10,notProne,100,6,65,14000000
deep,dead,High,concrete,6,2,10,notProne,200,1,68,27000000
deep,dead,High,pit,6,2,10,notProne,200,2,69,27000000
deep,dead,High,utility,6,2,10,notProne,200,3,65,27000000
deep,dead,High,fill,6,2,10,notProne,200,4,70,27000000
deep,dead,High,concrete,6,2,10,notProne,200,5,67,27000000
deep,dead,High,pit,6,2,10,notProne,200,6,63,27000000
deep,dead,High,utility,6,2,10,notProne,300,1,75,40000000
deep,dead,High,fill,6,2,10,notProne,300,2,72,40000000
deep,dead,High,concrete,6,2,10,notProne,300,3,67,40000000
deep,dead,High,pit,6,2,10,notProne,300,4,70,40000000
deep,dead,High,utility,6,2,10,notProne,300,5,72,40000000
deep,dead,High,fill,6,2,10,notProne,300,6,60,40000000
deep,dead,High,concrete,6,2,10,notProne,500,1,63,66000000
deep,dead,High,pit,6,2,10,notProne,500,2,64,66000000
deep,dead,High,utility,6,2,10,notProne,500,3,60,66000000
deep,dead,High,fill,6,2,10,notProne,500,4,65,66000000
deep,dead,High,concrete,6,2,10,notProne,500,5,62,66000000
deep,dead,High,pit,6,2,10,notProne,500,6,59,66000000
deep,dead,High,utility,6,2,14,prone,100,1,22,19200000
deep,dead,High,fill,6,2,14,prone,100,2,27,19200000
deep,dead,High,concrete,6,2,14,prone,100,3,31,19200000
deep,dead,High,pit,6,2,14,prone,100,4,32,19200000
deep,dead,High,utility,6,2,14,prone,100,5,22,19200000
deep,dead,High,fill,6,2,14,prone,100,6,18,19200000
deep,dead,High,concrete,6,2,14,prone,200,1,14,37400000
deep,dead,High,pit,6,2,14,prone,200,2,16,37400000
deep,dead,High,utility,6,2,14,prone,200,3,17,37400000
deep,dead,High,fill,6,2,14,prone,200,4,18,37400000
deep,dead,High,concrete,6,2,14,prone,200,5,14,37400000
deep,dead,High,pit,6,2,14,prone,200,6,12,37400000
deep,dead,High,utility,6,2,14,prone,300,1,17,55600000
deep,dead,High,fill,6,2,14,prone,300,2,22,55600000
deep,dead,High,concrete,6,2,14,prone,300,3,24,55600000
deep,dead,High,pit,6,2,14,prone,300,4,19,55600000
deep,dead,High,utility,6,2,14,prone,300,5,25,55600000
deep,dead,High,fill,6,2,14,prone,300,6,23,55600000
deep,dead,High,concrete,6,2,14,prone,500,1,17,92000000
deep,dead,High,pit,6,2,14,prone,500,2,16,92000000
deep,dead,High,utility,6,2,14,prone,500,3,13,92000000
deep,dead,High,fill,6,2,14,prone,500,4,15,92000000
deep,dead,High,concrete,6,2,14,prone,500,5,18,92000000
deep,dead,High,pit,6,2,14,prone,500,6,16,92000000
deep,dead,High,utility,6,2,14,notProne,100,1,78,19200000
deep,dead,High,fill,6,2,14,notProne,100,2,75,19200000
deep,dead,High,concrete,6,2,14,notProne,100,3,71,19200000
deep,dead,High,pit,6,2,14,notProne,100,4,73,19200000
deep,dead,High,utility,6,2,14,notProne,100,5,65,19200000
deep,dead,High,fill,6,2,14,notProne,100,6,63,19200000
deep,dead,High,concrete,6,2,14,notProne,200,1,66,37400000
deep,dead,High,pit,6,2,14,notProne,200,2,67,37400000
deep,dead,High,utility,6,2,14,notProne,200,3,63,37400000
deep,dead,High,fill,6,2,14,notProne,200,4,68,37400000
deep,dead,High,concrete,6,2,14,notProne,200,5,65,37400000
deep,dead,High,pit,6,2,14,notProne,200,6,61,37400000
deep,dead,High,utility,6,2,14,notProne,300,1,73,55600000
deep,dead,High,fill,6,2,14,notProne,300,2,70,55600000
deep,dead,High,concrete,6,2,14,notProne,300,3,69,55600000
deep,dead,High,pit,6,2,14,notProne,300,4,68,55600000
deep,dead,High,utility,6,2,14,notProne,300,5,70,55600000
deep,dead,High,fill,6,2,14,notProne,300,6,58,55600000
deep,dead,High,concrete,6,2,14,notProne,500,1,61,92000000
deep,dead,High,pit,6,2,14,notProne,500,2,62,92000000
deep,dead,High,utility,6,2,14,notProne,500,3,58,92000000
deep,dead,High,fill,6,2,14,notProne,500,4,63,92000000
deep,dead,High,concrete,6,2,14,notProne,500,5,60,92000000
deep,dead,High,pit,6,2,14,notProne,500,6,57,92000000
deep,dead,High,utility,6,2,18,prone,100,1,19,24400000
deep,dead,High,fill,6,2,18,prone,100,2,24,24400000
deep,dead,High,concrete,6,2,18,prone,100,3,28,24400000
deep,dead,High,pit,6,2,18,prone,100,4,29,24400000
deep,dead,High,utility,6,2,18,prone,100,5,19,24400000
deep,dead,High,fill,6,2,18,prone,100,6,15,24400000
deep,dead,High,concrete,6,2,18,prone,200,1,17,47800000
deep,dead,High,pit,6,2,18,prone,200,2,13,47800000
deep,dead,High,utility,6,2,18,prone,200,3,14,47800000
deep,dead,High,fill,6,2,18,prone,200,4,15,47800000
deep,dead,High,concrete,6,2,18,prone,200,5,11,47800000
deep,dead,High,pit,6,2,18,prone,200,6,9,47800000
deep,dead,High,utility,6,2,18,prone,300,1,14,71200000
deep,dead,High,fill,6,2,18,prone,300,2,19,71200000
deep,dead,High,concrete,6,2,18,prone,300,3,21,71200000
deep,dead,High,pit,6,2,18,prone,300,4,16,71200000
deep,dead,High,utility,6,2,18,prone,300,5,22,71200000
deep,dead,High,fill,6,2,18,prone,300,6,20,71200000
deep,dead,High,concrete,6,2,18,prone,500,1,14,117000000
deep,dead,High,pit,6,2,18,prone,500,2,13,117000000
deep,dead,High,utility,6,2,18,prone,500,3,10,117000000
deep,dead,High,fill,6,2,18,prone,500,4,12,117000000
deep,dead,High,concrete,6,2,18,prone,500,5,15,117000000
deep,dead,High,pit,6,2,18,prone,500,6,13,117000000
deep,dead,High,utility,6,2,18,notProne,100,1,75,24400000
deep,dead,High,fill,6,2,18,notProne,100,2,72,24400000
deep,dead,High,concrete,6,2,18,notProne,100,3,68,24400000
deep,dead,High,pit,6,2,18,notProne,100,4,70,24400000
deep,dead,High,utility,6,2,18,notProne,100,5,62,24400000
deep,dead,High,fill,6,2,18,notProne,100,6,60,24400000
deep,dead,High,concrete,6,2,18,notProne,200,1,63,47800000
deep,dead,High,pit,6,2,18,notProne,200,2,64,47800000
deep,dead,High,utility,6,2,18,notProne,200,3,60,47800000
deep,dead,High,fill,6,2,18,notProne,200,4,65,47800000
deep,dead,High,concrete,6,2,18,notProne,200,5,62,47800000
deep,dead,High,pit,6,2,18,notProne,200,6,58,47800000
deep,dead,High,utility,6,2,18,notProne,300,1,70,71200000
deep,dead,High,fill,6,2,18,notProne,300,2,67,71200000
deep,dead,High,concrete,6,2,18,notProne,300,3,66,71200000
deep,dead,High,pit,6,2,18,notProne,300,4,65,71200000
deep,dead,High,utility,6,2,18,notProne,300,5,67,71200000
deep,dead,High,fill,6,2,18,notProne,300,6,55,71200000
deep,dead,High,concrete,6,2,18,notProne,500,1,58,117000000
deep,dead,High,pit,6,2,18,notProne,500,2,59,117000000
deep,dead,High,utility,6,2,18,notProne,500,3,55,117000000
deep,dead,High,fill,6,2,18,notProne,500,4,60,117000000
deep,dead,High,concrete,6,2,18,notProne,500,5,57,117000000
deep,dead,High,pit,6,2,18,notProne,500,6,54,117000000
deep,dead,High,utility,6,4,2,prone,100,1,25,3600000
deep,dead,High,fill,6,4,2,prone,100,2,30,3600000
deep,dead,High,concrete,6,4,2,prone,100,3,33,3600000
deep,dead,High,pit,6,4,2,prone,100,4,35,3600000
deep,dead,High,utility,6,4,2,prone,100,5,24,3600000
deep,dead,High,fill,6,4,2,prone,100,6,20,3600000
deep,dead,High,concrete,6,4,2,prone,200,1,16,6200000
deep,dead,High,pit,6,4,2,prone,200,2,18,6200000
deep,dead,High,utility,6,4,2,prone,200,3,19,6200000
deep,dead,High,fill,6,4,2,prone,200,4,25,6200000
deep,dead,High,concrete,6,4,2,prone,200,5,17,6200000
deep,dead,High,pit,6,4,2,prone,200,6,15,6200000
deep,dead,High,utility,6,4,2,prone,300,1,20,8800000
deep,dead,High,fill,6,4,2,prone,300,2,25,8800000
deep,dead,High,concrete,6,4,2,prone,300,3,27,8800000
deep,dead,High,pit,6,4,2,prone,300,4,21,8800000
deep,dead,High,utility,6,4,2,prone,300,5,28,8800000
deep,dead,High,fill,6,4,2,prone,300,6,26,8800000
deep,dead,High,concrete,6,4,2,prone,500,1,17,14000000
deep,dead,High,pit,6,4,2,prone,500,2,19,14000000
deep,dead,High,utility,6,4,2,prone,500,3,21,14000000
deep,dead,High,fill,6,4,2,prone,500,4,25,14000000
deep,dead,High,concrete,6,4,2,prone,500,5,17,14000000
deep,dead,High,pit,6,4,2,prone,500,6,16,14000000
deep,dead,High,utility,6,4,2,notProne,100,1,95,3600000
deep,dead,High,fill,6,4,2,notProne,100,2,92,3600000
deep,dead,High,concrete,6,4,2,notProne,100,3,88,3600000
deep,dead,High,pit,6,4,2,notProne,100,4,90,3600000
deep,dead,High,utility,6,4,2,notProne,100,5,82,3600000
deep,dead,High,fill,6,4,2,notProne,100,6,80,3600000
deep,dead,High,concrete,6,4,2,notProne,200,1,83,6200000
deep,dead,High,pit,6,4,2,notProne,200,2,84,6200000
deep,dead,High,utility,6,4,2,notProne,200,3,80,6200000
deep,dead,High,fill,6,4,2,notProne,200,4,85,6200000
deep,dead,High,concrete,6,4,2,notProne,200,5,82,6200000
deep,dead,High,pit,6,4,2,notProne,200,6,78,6200000
deep,dead,High,utility,6,4,2,notProne,300,1,90,8800000
deep,dead,High,fill,6,4,2,notProne,300,2,87,8800000
deep,dead,High,concrete,6,4,2,notProne,300,3,83,8800000
deep,dead,High,pit,6,4,2,notProne,300,4,85,8800000
deep,dead,High,utility,6,4,2,notProne,300,5,77,8800000
deep,dead,High,fill,6,4,2,notProne,300,6,75,8800000
deep,dead,High,concrete,6,4,2,notProne,500,1,78,14000000
deep,dead,High,pit,6,4,2,notProne,500,2,79,14000000
deep,dead,High,utility,6,4,2,notProne,500,3,75,14000000
deep,dead,High,fill,6,4,2,notProne,500,4,80,14000000
deep,dead,High,concrete,6,4,2,notProne,500,5,77,14000000
deep,dead,High,pit,6,4,2,notProne,500,6,73,14000000
deep,dead,High,utility,6,4,6,prone,200,1,29,16600000
deep,dead,High,fill,6,4,6,prone,200,2,34,16600000
deep,dead,High,concrete,6,4,6,prone,200,3,37,16600000
deep,dead,High,pit,6,4,6,prone,200,4,39,16600000
deep,dead,High,utility,6,4,6,prone,200,5,28,16600000
deep,dead,High,fill,6,4,6,prone,200,6,24,16600000
deep,dead,High,concrete,6,4,6,prone,300,1,20,24400000
deep,dead,High,pit,6,4,6,prone,300,2,22,24400000
deep,dead,High,utility,6,4,6,prone,300,3,23,24400000
deep,dead,High,fill,6,4,6,prone,300,4,29,24400000
deep,dead,High,concrete,6,4,6,prone,300,5,21,24400000
deep,dead,High,pit,6,4,6,prone,300,6,19,24400000
deep,dead,High,utility,6,4,6,prone,500,1,24,40000000
deep,dead,High,fill,6,4,6,prone,500,2,29,40000000
deep,dead,High,concrete,6,4,6,prone,500,3,31,40000000
deep,dead,High,pit,6,4,6,prone,500,4,25,40000000
deep,dead,High,utility,6,4,6,prone,500,5,32,40000000
deep,dead,High,fill,6,4,6,prone,500,6,30,40000000
deep,dead,High,concrete,6,4,6,notProne,100,1,85,8800000
deep,dead,High,pit,6,4,6,notProne,100,2,82,8800000
deep,dead,High,utility,6,4,6,notProne,100,3,78,8800000
deep,dead,High,fill,6,4,6,notProne,100,4,80,8800000
deep,dead,High,concrete,6,4,6,notProne,100,5,72,8800000
deep,dead,High,pit,6,4,6,notProne,100,6,70,8800000
deep,dead,High,utility,6,4,6,notProne,200,1,73,16600000
deep,dead,High,fill,6,4,6,notProne,200,2,74,16600000
deep,dead,High,concrete,6,4,6,notProne,200,3,70,16600000
deep,dead,High,pit,6,4,6,notProne,200,4,75,16600000
deep,dead,High,utility,6,4,6,notProne,200,5,72,16600000
deep,dead,High,fill,6,4,6,notProne,200,6,68,16600000
deep,dead,High,concrete,6,4,6,notProne,300,1,80,24400000
deep,dead,High,pit,6,4,6,notProne,300,2,77,24400000
deep,dead,High,utility,6,4,6,notProne,300,3,73,24400000
deep,dead,High,fill,6,4,6,notProne,300,4,75,24400000
deep,dead,High,concrete,6,4,6,notProne,300,5,67,24400000
deep,dead,High,pit,6,4,6,notProne,300,6,65,24400000
deep,dead,High,utility,6,4,6,notProne,500,1,68,40000000
deep,dead,High,fill,6,4,6,notProne,500,2,69,40000000
deep,dead,High,concrete,6,4,6,notProne,500,3,65,40000000
deep,dead,High,pit,6,4,6,notProne,500,4,70,40000000
deep,dead,High,utility,6,4,6,notProne,500,5,67,40000000
deep,dead,High,fill,6,4,6,notProne,500,6,63,40000000
deep,dead,High,concrete,6,4,10,prone,100,1,24,14000000
deep,dead,High,pit,6,4,10,prone,100,2,29,14000000
deep,dead,High,utility,6,4,10,prone,100,3,33,14000000
deep,dead,High,fill,6,4,10,prone,100,4,34,14000000
deep,dead,High,concrete,6,4,10,prone,100,5,24,14000000
deep,dead,High,pit,6,4,10,prone,100,6,20,14000000
deep,dead,High,utility,6,4,10,prone,200,1,16,27000000
deep,dead,High,fill,6,4,10,prone,200,2,18,27000000
deep,dead,High,concrete,6,4,10,prone,200,3,19,27000000
deep,dead,High,pit,6,4,10,prone,200,4,20,27000000
deep,dead,High,utility,6,4,10,prone,200,5,16,27000000
deep,dead,High,fill,6,4,10,prone,200,6,14,27000000
deep,dead,High,concrete,6,4,10,prone,300,1,19,40000000
deep,dead,High,pit,6,4,10,prone,300,2,24,40000000
deep,dead,High,utility,6,4,10,prone,300,3,26,40000000
deep,dead,High,fill,6,4,10,prone,300,4,21,40000000
deep,dead,High,concrete,6,4,10,prone,300,5,27,40000000
deep,dead,High,pit,6,4,10,prone,300,6,25,40000000
deep,dead,High,utility,6,4,10,prone,500,1,19,66000000
deep,dead,High,fill,6,4,10,prone,500,2,18,66000000
deep,dead,High,concrete,6,4,10,prone,500,3,15,66000000
deep,dead,High,pit,6,4,10,prone,500,4,17,66000000
deep,dead,High,utility,6,4,10,prone,500,5,20,66000000
deep,dead,High,fill,6,4,10,prone,500,6,18,66000000
deep,dead,High,concrete,6,4,10,notProne,100,1,80,14000000
deep,dead,High,pit,6,4,10,notProne,100,2,77,14000000
deep,dead,High,utility,6,4,10,notProne,100,3,73,14000000
deep,dead,High,fill,6,4,10,notProne,100,4,75,14000000
deep,dead,High,concrete,6,4,10,notProne,100,5,67,14000000
deep,dead,High,pit,6,4,10,notProne,100,6,65,14000000
deep,dead,High,utility,6,4,10,notProne,200,1,68,27000000
deep,dead,High,fill,6,4,10,notProne,200,2,69,27000000
deep,dead,High,concrete,6,4,10,notProne,200,3,65,27000000
deep,dead,High,pit,6,4,10,notProne,200,4,70,27000000
deep,dead,High,utility,6,4,10,notProne,200,5,67,27000000
deep,dead,High,fill,6,4,10,notProne,200,6,63,27000000
deep,dead,High,concrete,6,4,10,notProne,300,1,75,40000000
deep,dead,High,pit,6,4,10,notProne,300,2,72,40000000
deep,dead,High,utility,6,4,10,notProne,300,3,67,40000000
deep,dead,High,fill,6,4,10,notProne,300,4,70,40000000
deep,dead,High,concrete,6,4,10,notProne,300,5,72,40000000
deep,dead,High,pit,6,4,10,notProne,300,6,60,40000000
deep,dead,High,utility,6,4,10,notProne,500,1,63,66000000
deep,dead,High,fill,6,4,10,notProne,500,2,64,66000000
deep,dead,High,concrete,6,4,10,notProne,500,3,60,66000000
deep,dead,High,pit,6,4,10,notProne,500,4,65,66000000
deep,dead,High,utility,6,4,10,notProne,500,5,62,66000000
deep,dead,High,fill,6,4,10,notProne,500,6,59,66000000
